,Jackson,Clinton,Byram,Raymond,Terry,Edwards,Utica,Bolton,Learned,Gulfport,Biloxi,Long Beach,D'Iberville,Pass Christian,Southaven,Olive Branch,Horn Lake,Hernando,Walls,Hattiesburg,Petal,Tupelo,Saltillo,Baldwyn,Verona,Guntown,Shannon,Plantersville,Meridian,Marion,Pearl,Brandon,Flowood,Richland,Florence,Pelahatchie,Puckett,Madison,Ridgeland,Canton,Flora,Oxford,Taylor,Abbeville,Greenville,Leland,Hollandale,Metcalfe,Arcola,Starkville,Maben,Sturgis,Columbus,Caledonia,Crawford,Artesia,Pascagoula,Gautier,Ocean Springs,Moss Point,Vicksburg,Laurel,Ellisville,Sandersville,Soso,Corinth,Farmington,Glen,Rienzi,Kossuth,Clarksdale,Jonestown,Friars Point,Lyon,Coahoma,Lula,Greenwood,Itta Bena,Sidon,Schlater,Morgan City,Natchez,Grenada,Brookhaven,McComb,Magnolia,Summit,Osyka,Bay St. Louis,Diamondhead,Waveland,Cleveland,Shelby,Rosedale,Mound Bayou,Shaw,Renova,Boyle,Merigold,Benoit,Gunnison,Duncan,Beulah,Pace,Winstonville,Alligator,Yazoo City,Bentonia,Eden,Satartia,West Point,Indianola,Ruleville,Moorhead,Drew,Sunflower,Inverness,Doddsville,Booneville,Jumpertown,Marietta,Senatobia,Coldwater,New Albany,Myrtle,Blue Springs,Batesville,Sardis,Como,Crenshaw,Courtland,Pope,Philadelphia,Kosciusko,Ethel,Sallis,McCool,Holly Springs,Byhalia,Potts Camp,Amory,Aberdeen,Nettleton,Smithville,Hatley,Gattman,Louisville,Noxapater,Pontotoc,Ecru,Algoma,Thaxton,Sherman,Toccopola,Columbia,Carthage,Walnut Grove,Lena,Ripley,Blue Mountain,Walnut,Dumas,Falkner,Forest,Morton,Lake,Sebastopol,Crystal Springs,Hazlehurst,Wesson,Beauregard,Georgetown,Waynesboro,State Line,Wiggins,Winona,Duck Hill,Kilmichael,Fulton,Mantachie,Tremont,Magee,Mendenhall,D'Lo,Braxton,Houston,Okolona,New Houlka,Woodland,Leakesville,McLain,Water Valley,Coffeeville,Oakland,Newton,Union,Decatur,Hickory,Chunky,Iuka,Belmont,Burnsville,Tishomingo,Golden,Paden,Lucedale,Tutwiler,Charleston,Webb,Sumner,Glendora,Macon,Brooksville,Shuqualak,Collins,Mount Olive,Seminary,Sumrall,Purvis,Lumberton,Durant,Tchula,Lexington,Goodman,Pickens,Cruger,West,Eupora,Mathiston,Mantee,Walthall,Quitman,Stonewall,Enterprise,Shubuta,Pachuta,Belzoni,Isola,Silver City,Louise,Rolling Fork,Anguilla,Cary,Bruce,Calhoun City,Vardaman,Derma,Pittsboro,Big Creek,Slate Springs,Bay Springs,Heidelberg,Louin,Montrose,Ackerman,Weir,French Camp,Tylertown,Fayette,Monticello,New Hebron,Silver Creek,Marks,Lambert,Crowder,Sledge,Falcon,Centreville,Woodville,Port Gibson,Taylorsville,Raleigh,Polkville,Mize,Sylvarena,Tunica,Richton,Beaumont,New Augusta,Gloster,Liberty,Crosby,De Kalb,Scooba,Bude,Roxie,Meadville,Vaiden,North Carrollton,Carrollton,Ashland,Hickory Flat,Snow Lake Shores,Mayersville
Stewpot,121.51107974928779,116.59535339268716,108.59191237080958,106.2718311,102.41639881122876,99.63568430679959,83.15079905434837,109.76780606825798,93.68698805,216.00523572591425,223.39199331043065,214.2560536502199,217.4033551073717,213.01054723297997,316.16217577004323,324.3782570004022,312.1064620180151,308.3535785376691,303.45998465147943,139.37607603288663,141.3744136050936,341.6931302864448,351.30924148582454,362.91429651144284,336.87023698606066,357.5787043,333.3239543499321,341.3294102880408,215.69607038661624,220.7546948422326,125.63213743477345,131.94599042187036,131.10822883140074,118.76340300335849,115.80178990911368,145.59646613394813,131.0836804001671,137.1734080193231,132.42582689532034,151.50376968702753,131.19403613642586,300.5562383127637,292.25901746403383,312.97128001618927,145.94180252284855,156.8184191606393,143.27132988642137,153.51328810639484,148.19665302909593,280.46766125875774,272.5198281429835,260.28799913743364,308.63191349530666,325.3006385005784,281.8793628300875,288.69050756702757,250.5299013806075,241.2028386183609,233.78232365995652,247.32353368988421,82.72314058382645,141.67817059344344,131.14643714607118,153.9436408,137.69522963231492,400.57985952679155,402.72252754944054,399.98313670194585,386.7865296741168,387.6990861601624,229.9009753713973,245.3723338341623,237.83498857031546,233.00003500806298,244.48111324920913,253.10530299606688,204.54584886960117,196.44959147646043,196.82866756817478,204.5306909435905,186.7719398271268,1.1958880691451346,245.55920664080716,57.41318079692759,75.68772734580475,81.59111763150524,73.40605975709006,92.1744969,205.54019291973844,201.95693565176705,205.42388860822476,189.64759657953996,201.74411740702317,179.3379210387024,199.09808972402504,177.29979252309766,192.46991284500243,187.2741390817003,196.31999774049564,166.97411438622905,190.6872935530897,209.1488166992582,178.21733439281226,185.37187688761438,199.82160706328023,213.8080520030674,147.64626720489835,134.8823360880989,160.91011984118225,126.57648667862169,300.7240841642999,174.26397465051227,198.69996488063643,182.3037663434255,205.72069621508484,187.02808981245974,170.80350290738042,195.9086967411784,378.07857687507317,375.16390302585756,372.3986095743324,292.4799557746514,298.4052331376427,340.0642705924216,339.1525669185155,342.5252720285438,275.9880250036183,284.62648572434694,288.3339135648949,272.96933428349814,269.42466251043396,267.6152781061724,216.8717589164355,208.93066633936394,220.57069976388408,196.1839647062359,233.0825039018399,335.05298251447556,327.1794336154914,334.3046267967225,336.50857578800986,321.85578477077837,335.0676479,347.2836619412732,339.9318981969891,344.1983391,244.56566525540563,235.2267996395756,324.35003464025095,330.55552225993506,317.7430544458795,318.42628838407114,341.7172522659859,312.2948291071923,112.93416717207005,190.68721944506777,184.77596307268328,176.8098815595434,360.99041746138033,352.20969994246724,376.9267028781323,360.3555175580472,368.0069153,167.73269493040152,156.01313718733508,175.00772867363435,190.29263389932737,90.73358713019681,79.87671787433838,68.46775441656617,70.06949190397076,93.70430329263316,170.5594303963234,180.11052422807265,181.3937856152995,230.38417331089968,240.88006171119937,236.35261122584959,360.34456079610044,358.4831568,367.2319768630904,119.22430286199805,117.27732968890662,117.22560812173494,115.7948435,300.3976746600489,322.6966295115084,308.94635001886036,289.6935344684977,194.84294861599219,182.6769619463162,282.18834943279603,266.3175901025821,258.3607528029241,184.95310839291935,203.3231901569061,194.18461638280587,191.41313206880207,197.51597314703696,409.28542812745036,388.0492415,403.91687644822747,395.9159072996277,388.07167765190263,395.5957751958536,208.22741968621867,225.61205390814368,246.9222148072599,225.88724332794905,226.03596117443365,220.7467263811294,273.5942756182744,280.1590913573184,263.1219906819832,113.60896894937169,115.64425687327662,111.42246790084467,118.50330529616429,145.35235379913294,152.03540756305657,194.91182779661887,180.53141096492024,186.10036349588705,183.87523188288478,175.3193959,189.39737284283774,207.25052721421036,260.65177300176055,268.65221786796286,285.2101332754394,264.5745204942145,190.29338820391357,192.16077379915762,193.6411050162117,179.13060965601014,180.8463180335511,164.96857557034826,164.4891188,158.25507960338618,145.18835818061333,123.34285609480757,130.63508160864174,113.54340555091586,286.99866489208017,279.79017825471175,289.30915055173324,281.32090633481965,283.9922824151617,273.01781748333804,268.2187913246703,153.11668479016828,164.13780555830542,160.1431522344445,165.87577376415874,250.66911398045332,240.00088408496183,236.05632524342747,103.80000319653857,30.07021649851136,75.04715746406397,94.97443942354666,85.04158316,251.21012012507785,246.86072156596697,253.4764471065307,266.4756182524278,261.6291346482633,51.56693102059312,36.66221122954558,51.499661009151914,134.0634210229284,142.5441002376326,143.25148821814452,129.4076127693731,149.60495568643628,274.7884357765691,158.63607188357096,172.07679810613246,163.61678644002785,46.900761984936935,62.143223021290446,38.82972192708055,243.98506067557744,258.3464140770413,38.143862922619434,22.54728808403149,35.08055920371581,218.20751262093097,221.25123890655823,220.2194184906258,354.39414393045746,338.6840083,350.02663144467914,112.66682835771756
Rose Hill Baptist Church,121.47476735997897,116.55922548040884,108.55605310591108,106.23606599970094,102.38075241301605,99.60017142618501,83.11585187002666,109.73192711631164,93.65167148274341,216.89648324318273,224.2829469860381,215.1476708342432,218.2940774,213.9023853935038,316.1189883,324.3347554496722,312.06343020299545,308.3106729,303.41727956730324,140.2657551093784,142.26382258897752,341.64887723053124,351.26463562924704,362.8692635723714,336.8261578074487,357.5338676396825,333.28000133559283,341.2851645358858,215.65633167087225,220.71477436371003,125.5956692562922,131.90929310630514,131.07156940533974,118.72717927853411,115.76566411398166,145.5592768553061,131.04699163648363,137.13654537444177,132.38913041684765,151.4663992535557,131.15740166340825,300.51355265997023,292.21663446795924,312.9281447208383,145.90476259798862,156.78097854003883,143.23435146147017,153.47597892975855,148.15950867718195,280.4256249353644,272.4780978397263,260.2467023368979,308.58883195337563,325.25694824900023,281.8372598823794,288.6481612374923,251.42022282052804,242.09326557781782,234.6730278427848,248.2136510263413,82.68824234277396,141.64106103501734,131.10969834894527,153.90609638299304,137.65826814811862,400.5334363893451,402.6760195774803,399.9367269452267,386.7406144951214,387.6531476,229.86093819566153,245.3317338965304,237.7946822987127,232.95988423860467,244.44055502540317,253.06443367506876,204.5066485770838,196.41069120998174,196.7897387048314,204.4915113236135,186.73338054574228,2.0893811650442333,245.51851298431956,57.379088686694345,76.57998329844793,82.48356282227223,74.29822327288339,93.06730263453545,206.43226701794384,202.84885507784415,206.31610035505554,189.60899164876946,201.7050962206712,179.29972444689287,199.05915514520476,177.26162381182866,192.43120875104572,187.23561627673212,196.28115987250598,166.93634077283278,190.6486866842614,209.1095337758057,178.17916636898428,185.3334409895042,199.78265109251487,213.76860241679364,147.60907584405444,134.84558110467114,160.8724578697001,126.54004058595868,300.68130604663486,174.22589241956035,198.6610176,182.26538477662217,205.68150059076777,186.98954800562436,170.76553336098644,195.8698428019026,378.0329835234864,375.1184253050044,372.3532156695275,292.4376160153397,298.3626810005638,340.02010439704105,339.10844382988836,342.4810017515544,275.9462654848564,284.5844166900851,288.2917161350777,272.9277193084862,269.3831388579076,267.57381895015317,216.83200995496495,208.89124088517178,220.53085141418074,196.14500566263035,233.0422010094241,335.0090451232751,327.1358109369793,334.2606999267647,336.46449015083067,321.81223577291803,335.02362607270663,347.2391782353853,339.8876833705407,344.15395626091356,244.5249290267315,235.1863958111838,324.30643539840503,330.51170028056436,317.6996965734377,318.3829195362733,341.67300810692427,312.25168631660836,113.82503436808481,190.64842945454402,184.7373732194677,176.77158358866836,360.94548361718097,352.1650938294199,376.88118639486544,360.31059667372546,367.96172651357807,167.69470312472876,155.97557110776788,174.96946970078184,190.2538393661089,90.69834845147378,79.84185470773203,68.43328065721421,70.03496284917676,93.66894154549755,170.52128022641304,180.9981181864584,182.28415445654085,230.34400663370837,240.83952236263934,236.31221559738245,360.29960141626935,358.43827330800275,367.1867544662697,119.18801970641479,117.2411266885666,117.1894100379825,115.7587019026799,300.35493794837726,322.6530658693695,308.9033074436814,289.65118652121015,195.7313939067434,183.56608553927796,282.1463318404685,266.2761445334488,258.3196183469332,184.91448594405762,203.2839188564896,194.14566661094128,191.37427305064318,197.47689266189968,409.23865771885363,388.0032533555336,403.8703136135307,395.8696317,388.0256870409139,395.5495137533851,209.11647383368984,225.57214661346796,246.88150372360164,225.84731387505553,225.9960297596729,220.70697013272942,273.5524651,280.11704679985627,263.08055601393033,113.57286508920328,115.60809031618778,112.09160020150279,119.39319829409963,146.24259943242097,152.92609425447606,194.87292360415935,180.49305331253058,186.06179005092162,183.8367202656246,175.2811895110875,189.35870734282994,207.21118153469138,260.6104845051679,268.61063016936447,285.16794679330036,264.5330927245146,190.25454870400196,192.12187319114574,193.60215341510886,179.09216198704266,180.80782107718179,164.93079408348925,164.4513686128049,158.2175327553533,145.15127608458417,123.30656729204509,130.59853498166112,113.50746001898703,286.95644312385036,279.74821101907736,289.26682869232945,281.27888159478283,283.9501673271343,272.97610280750325,268.1772434680201,153.07918662873516,164.09990148737836,160.10540839767182,165.83782657119934,250.62817091293238,239.96033164746885,236.0159227595649,104.6918688398552,30.03712693232097,75.93794797794565,94.93901531,85.00650156561954,251.1692873037804,246.82004419179003,253.4355152529837,266.43423759031623,261.5879307218081,52.46079952999751,37.55653426818238,51.46583715298726,134.02659796019722,142.50699040717362,143.21436936393073,129.3709612230382,149.56758806248573,274.74678388192274,159.52485741420756,172.96598960026375,164.50610500815606,47.79428104,63.03635759658172,39.72315005341914,243.94431491269842,258.3051443702332,39.03641476423984,23.440196401501936,35.973174226615264,218.16777808451872,221.21141661044027,220.17963281751338,354.3494751011041,338.6399101,349.9821278862324,112.63093104175796
Pilgrim Baptist Church,119.68553784018002,114.77049326645823,106.76593121034843,104.44668560058834,100.58997039971726,97.81165227629555,81.32556155338911,107.94336780613504,91.86198746408557,215.72628104237458,223.1126102478883,213.9771211350464,217.12444198823917,212.73164126617922,314.3507958147874,322.5663949785775,310.29535552247626,306.5416657454312,301.6491686278815,139.1028234844872,141.10109260948795,339.8732134607894,349.48979421968664,361.0953839,335.0498162218088,355.7595256363903,331.50300513282554,339.5088907821195,213.8654404442277,218.9241398621821,123.80591724535103,130.11943744886474,129.28229642574595,116.93719141501951,113.97502676055691,143.76949405332755,129.25530905324442,135.34845717603483,130.60063609860057,149.6791610316838,129.37013233851158,298.73976148901016,290.4422462,311.15554760231356,144.12535836171395,155.0015066399644,141.45297190459885,151.69704374462734,146.3789327608568,278.64352316746607,270.6971371693411,258.4640015236487,306.80649424369403,323.4759061565722,280.0535878402816,286.86543612995405,250.24882988785606,240.92237558135338,233.50229554867275,247.04273242383437,80.90004355765446,139.8453520368782,129.31331404887695,152.11093518281677,135.8631862872413,398.7629958,400.90526404597534,398.16539859194825,384.9686833018478,385.88225420841536,228.08744942943457,243.55908798636617,236.0226762899171,231.18650857661814,242.66837301755285,251.2929092926617,202.72701842095108,194.63115391306533,195.00927490773353,202.71313778204507,184.9528860763822,2.523699380026962,243.74048620835364,55.584363437991136,75.41822744621265,81.32114986026866,73.13674627117207,91.90368560526295,205.26173530793935,201.67876501916902,205.14540200656907,187.8320331492224,199.92987628136356,177.52418486593498,197.28330976143272,175.4835712064651,190.65453956477984,185.4583471555649,194.50497300940106,165.1590492008045,188.87367864801917,207.33503095623357,176.4029633020357,183.55707060350215,198.0071010174806,211.99445710404694,145.8245074136202,133.05920127876618,159.0887423645242,124.75414680879358,298.9001336860207,172.44641070987794,196.8836370533631,180.48570138717034,203.9047838091016,185.21068049065485,168.98520529773018,194.0918904341957,376.2602923916104,373.3462270407133,370.57903374174646,290.66660750064614,296.59233629345346,338.2466894907574,337.33573329211396,340.7066169686377,274.1728113504599,282.8118806,286.51986402283694,271.1561791827604,267.6090568237255,265.79953386835234,215.04484307420486,207.10703638882856,218.74697646852908,194.36076662567183,231.2587597646166,333.2386181626795,325.36650603352734,332.48900266063475,334.6860993630637,320.0327075098033,333.24627467845517,345.4613611675907,338.10915966191584,342.3744093096054,242.74045206252958,233.40089315338662,322.5310264,328.7371583,315.92374991639605,316.6081815730916,339.89824430143483,310.4766342205343,112.66244197670514,188.86162274340617,182.9492474,174.98366594552053,359.1739197617305,350.3931748907919,375.11138139989595,358.53810574692886,366.1910489271026,165.90474267379537,154.18576570849723,173.17914233934061,188.46532923517438,88.90673527245734,78.04929658,66.63942757066116,68.24124214061494,91.87610014,168.72469005346963,179.83497445592363,181.11743975462346,228.56349616158647,239.06013579691083,234.53105147808333,358.5233766356038,356.6626766624909,365.4100612260708,117.3945731497606,115.44857228011118,115.39711024210195,113.96681744608334,298.57663335154916,320.8752624578782,307.12616848633616,287.8720069,194.56616775762743,182.40084952957764,280.37113335313387,264.4995148565304,256.54398154588995,183.1238071776381,201.49511211240787,192.3557612709448,189.58330317517613,195.68587436047454,407.4665770013303,386.2287127522995,402.09861980132956,394.0962132622699,386.2509627844241,393.7763231472963,207.94956361004515,223.79697321916615,245.10568495494212,224.0714426625655,224.22036927718727,218.93003981839587,271.7672425213988,278.33277680176803,261.29420684101103,111.77740163213738,113.81358773219489,110.9308992860848,118.2314524715293,145.07853609503502,151.76100869583928,193.08930698938173,178.7107954925844,184.27874216146284,182.0522711,173.49620545363643,187.5775975531906,205.42838700281305,258.8297384102925,266.82961512787693,283.3883024226098,262.7528526508265,188.46095573231074,190.3291328678286,191.80973720419456,177.2971239450328,179.0144882215822,163.1489057368151,162.67030756493025,156.43496283337737,143.36793654796466,121.52305507001857,128.81547116901615,111.72319998867236,285.1794217971832,277.9700729858839,287.48867168204737,279.5007001462737,282.17271946333733,271.1980117531436,266.39824128993575,151.2859079696846,162.3055086597158,158.31289022391638,164.04565200631035,248.84537623245444,238.1773256,234.23332127212933,103.52864248669032,28.244341548574894,74.77811066440427,93.14482648628332,83.21132668401715,249.3958039186828,245.04614628234518,251.66116975972656,264.66214657884257,259.81555013649063,51.29866378,36.39486069125195,49.67486991556455,132.23239151751568,140.7145203,141.4233881462879,127.57720728901735,147.77474688277735,272.9770346428399,158.36171156272047,171.80140152793763,163.34194333283114,46.63292580247227,61.87442470674012,38.56248198,242.15644412064475,256.51746554733757,37.87692542992744,22.281352225510574,34.81382028328348,216.38602657002653,219.43141880240526,218.39953329612146,352.5791029270474,336.8677653191439,348.2117420646418,110.84758220547629
First Assembly of God,121.27454630772326,116.35878473702367,108.35498825634852,106.0349591486114,102.17925650386769,99.39879033457387,82.91332280028581,109.53111819631003,93.44981283687459,215.32088931886767,222.70779761698097,213.5714432809378,216.7193942291399,212.32578098775502,315.9326486987108,324.1488875626992,311.87686182418986,308.12377109854407,303.2301901301479,138.6936836159867,140.69220653097744,341.46314489713376,351.07957862996284,362.6850192460421,336.6400534224969,357.3492468967826,333.09360356637853,341.0993328969613,215.46128096432696,220.52004756427417,125.39561897897704,131.7095897,130.87188999827396,118.5267091218257,115.56494588851699,145.36036061443505,130.8470118181218,136.9373573,132.1896215531797,151.2681351706291,130.95797117630593,300.3256151800134,292.0281332290616,312.7410889535144,145.70710398348953,156.58394280461795,143.03631151190106,153.27881290237642,147.96184633201622,280.23546643707755,272.2876203979911,260.05529008503817,308.40028968794417,325.06955344420135,281.6469806144556,288.45840247887264,249.84591963930592,240.5188682,233.09821545249775,246.63973833474316,82.48593696200396,141.44116618459617,130.90912097159875,153.70696685207554,137.45822976096602,400.35188176277006,402.4945535705434,399.75502344946693,386.5580434161972,387.4707628,229.66886283145942,245.1406683009403,237.60324514432435,232.76800449070302,244.24949032601882,252.8739547637928,204.31236822701337,196.2159505429155,196.59490986704725,204.2973791572157,186.53796380096685,0.9376885111173235,245.32682106664996,57.17457147131619,75.00401264309431,80.90719884536796,72.72243868090793,91.49019617278826,204.85532068160637,201.2722164870787,204.73891272225606,189.4141557853787,201.51116771025414,179.1044481,198.86499990055788,177.06594181101204,192.23657107676195,187.04060605657335,196.0868028040134,166.74014450355443,190.45413454402592,208.91612168476902,177.98374942335352,185.13842288549625,199.58857211501228,213.57550489570826,147.41091321244622,134.6464688728821,160.67516096646906,126.34051061980561,300.49245242585954,174.02986824247714,198.46666149029744,182.0698041680668,205.48763209254795,186.79433778361786,170.56920949187298,195.6752570581248,377.8497949927495,374.93512513905887,372.1694977331163,292.2495328546866,298.17502866017435,339.83455853188275,338.92293126411465,342.2954806481275,275.75691432844974,284.3956862954646,288.1032868748998,272.7384154,269.19332496500755,267.3838740128133,216.6375113394415,208.69665779190674,220.3369834,195.94968123352118,232.84911303766893,334.82356797810786,326.94999838531476,334.0750233782528,336.2781010903588,321.62483579156657,334.8372859,347.0535001993439,339.7014791464729,343.96787003007336,244.33237616782276,234.9931705685273,324.1197074944137,330.3254487886847,317.51251022350107,318.19592444059356,341.4873912287252,312.06428912066144,112.25113589603822,190.4524686496313,184.5409066269877,176.57468612924882,360.76141607111344,351.9804577680712,376.69829181009754,360.12637526436504,367.7781889437827,167.49702834433776,155.7772465055421,174.77216392525395,190.0576406194069,90.49608923794895,79.63886666636378,68.22949148528143,69.83128002565213,93.46669989612289,170.3229014882672,179.42930813820016,180.71044960669843,230.15112533146274,240.64739115666325,236.11960170485858,360.1149034953798,358.2535458925528,367.0024043854152,118.98714569112472,117.04025450012045,116.98856672463943,115.55782918650134,300.1664316155238,322.46593720759404,308.71545173704294,289.4619405043594,194.1609401344653,181.9945594507748,281.9571371233929,266.08584076732734,258.12896626821623,184.71770345616758,203.08843014497558,193.9495121901678,191.17782216736114,197.28078446066814,409.05741535557263,387.8204220204084,403.68879920811435,395.6874156778937,387.8428331415448,395.3673081280878,207.54481647566408,225.3796237827241,246.6901570429671,225.65472561439978,225.80347491957707,220.51395601762806,273.36150104857336,279.92658930258744,262.88883644375625,113.37141778304928,115.40688025966921,111.18475929328521,117.82095969353303,144.66947061752504,151.352122,194.67760214010514,180.29706449925575,185.86602824206338,183.6406592040652,175.08456966007245,189.1633697534611,207.01667538113676,260.4193404185839,268.41991976059734,284.9783789736997,264.34224133565255,190.05768955546603,191.9252332112348,193.4056405807738,178.89447628111012,180.6104585530604,164.73394878974213,164.2545929,158.02021894005404,144.9531177783829,123.10713169179796,130.3995709562794,113.3073748594285,286.7673085,279.55851381030305,289.07768863052036,281.08926892629614,283.7608028593279,272.78601361903503,267.9867597995937,152.8802550140357,163.90145039630372,159.9069740829578,165.6397627570726,250.43618668279467,239.76770028187013,235.82311285938476,103.11630280504487,29.83130604462636,74.40730813,94.73667823629853,84.80348183609482,250.97846887410972,246.62892069476487,253.2447291208478,266.2444844455182,261.3978568792664,50.882228320659436,35.97731196,51.26143717698756,133.826467,142.30756205014174,143.0151694917697,129.17062459002534,149.3685133072355,274.5577959297287,157.95416581704188,171.3944495443873,162.9344256850357,46.21637385265819,61.45897430522947,38.14548530611717,243.75128875024646,258.1129730299939,37.46030310051933,21.86361477138694,34.396982294822955,217.97403594093208,221.0180653718561,219.98620912267478,354.1651606299284,338.45443958749456,349.79755052245105,112.43090087551644
61 South Church of Christ,125.39054774731282,120.47206176036778,112.46877023867023,110.14631855172028,106.2925055248973,103.50604142465224,87.0191933,113.64177262193776,97.55774895730448,209.71323117951135,217.10308767685638,207.9611694447273,211.1152976959437,206.71391543124534,320.0664631573538,328.28590478623437,316.00901618134185,312.2567542122808,307.3594593575995,133.08486068800585,135.08540529822028,345.6224264964223,355.2403184969387,366.8475957648748,340.79919288864994,361.5110224188478,337.2529843376064,345.25983884559304,219.61185716316868,224.67172826464017,129.51413806761423,135.8304051351125,134.99112921085035,122.64351128508181,119.68223448197067,149.48548148795368,134.9716150205669,141.05593197040764,136.30754920259497,155.3895145492569,135.07274499627252,304.46672627312233,296.16776412862447,316.88374976367936,149.80891257501747,160.68952683011088,147.14174193108906,157.3820698338828,152.06708054867124,284.3882743489353,276.43524000739166,264.2026616668941,312.5630716558977,329.23511221190677,285.80371471780273,292.6153393909242,244.24917522048247,234.9201032216794,227.49660393181594,241.04384052185202,86.58693865482708,145.57810249644237,135.0441251520855,157.84668576096522,141.59249698479329,404.5197845362498,406.66389167516036,403.92468315724454,390.72449516968624,391.6352305942485,233.7853255987151,249.2604492222543,241.71901008960566,236.88525768326872,248.36791159875642,256.9938047555354,208.4342383868821,200.33490451755506,200.71608331494815,208.4164032340598,190.6558519099688,5.141666920113691,249.45883616176832,61.282074059066204,69.36934351351181,75.27220459148877,67.08801749318664,85.85448115204449,199.24086703860712,195.65823049719182,199.1235639014874,193.52497643688278,205.6220833097368,183.208565,202.97645370291343,181.17512302932488,196.3476785,191.1513394448129,200.19810241763355,170.84413401033072,194.56084602572565,213.02789266359994,182.0890112085904,189.24646694941293,203.69959502891192,217.6880302677521,151.52502074302328,138.76045315250224,164.79172995109656,130.45066649801876,304.65001832134334,178.14128917092114,202.58147833560847,186.18436526055126,209.6032959400902,190.9086252474072,174.6813996248217,199.79043775230062,382.01493717400353,379.0981763421096,376.33598602843233,296.38162098398817,302.30763754727514,343.98829474376976,343.07478645030875,346.4522123678549,279.88891689636034,288.5285523,292.2358696313891,276.8650580511177,273.3245178824646,271.5149118673491,220.7803008143033,212.8302471362172,224.4737090207049,200.07911569070262,236.98904145373461,338.96890833086843,331.09011183913856,338.22295600420625,340.4416346404002,325.7859113,338.9980423711144,351.2194284,343.866465,348.13654369374177,248.47842403434828,239.13837532846105,328.2725231188673,334.4784492354248,321.66427546150607,322.34523189453915,345.64468809781823,316.2122119797855,106.6308253,194.5858031545358,188.6752177621352,180.70591096425363,364.91819474048475,356.1350167894621,380.8566308691152,364.28499789081616,371.9354032518329,171.62979984010678,159.90583082227656,178.90813352247312,194.19462025566736,94.60740089298551,83.74877364060661,72.33860837,73.94061806919224,97.58172573,174.47113498811441,173.83983499461016,175.10337795868742,234.28361823919997,244.78088442071873,240.2555529885052,364.2817748994536,362.4184000118492,371.1726511792828,123.11180420475954,121.16229889515232,121.11002786397698,119.67789961891658,304.3175547823672,326.62349613900176,312.8668813838978,293.61139073042955,188.56815559329021,176.39564715929495,286.0951697539644,270.2217160360136,262.25992061918475,188.85771137177125,207.23035915536775,198.09085089585645,195.3205904439508,201.42566275376677,413.23193620921955,391.99305618163044,407.86061979631245,399.86028162696846,392.0158780403206,399.53956336569485,201.95007576328865,229.49847346204527,250.8176585222576,229.77525257628466,229.92357381106908,224.63515369025768,277.5188649391068,284.0840591999367,267.0451766499035,117.49871819433262,119.53271608059731,115.31314588219172,112.20768883453722,139.05790636863284,145.7387224063535,198.80522249799463,184.41685566653697,189.98944713270942,187.76648240244626,179.20875804491726,193.28352259050556,211.14655846965863,264.56250108358626,272.56636169791574,289.1273489,268.48559390332053,194.20583056644867,196.07212421846407,197.55230810991588,183.04212273419955,184.75494414800866,168.8477354,168.36634536539623,162.13332057735184,149.0636348062785,127.21082297855267,134.50465065955174,117.40953662654596,290.9110486051309,283.70230927379095,293.22473890781134,285.23367752212863,287.90447838901514,276.9274202349696,272.1285818982332,157.01557206948885,168.04280417687724,164.04290917672958,169.77681426167712,254.58055029208836,243.90897000147874,239.9621673693741,97.48828286472838,33.92561660516268,78.52190512285063,98.85512014194138,88.92090510909873,255.10213279358635,250.75205251979074,257.3711148,270.37016862049774,265.5225516100195,45.23374564077824,30.323731297910264,55.35855715415809,137.9576273466624,146.43764823487348,147.14218748983438,133.29927280304054,153.50172149177942,278.6809841867105,152.35389587022738,165.79355092545345,157.3314730591551,40.56940747930665,55.81671530525004,32.49788934414284,247.9046033844583,262.2706310129507,31.818156495166665,19.283785355212608,28.753976518454255,222.10523723841754,225.14635181861428,224.11437878324028,358.3170156226848,342.60487167500924,353.94793619320257,116.53069770306051
